"","lane","tile","code","value"
"1",1,1101,204,0
"2",1,1101,204,0.00137622794136405
"3",1,1101,204,0.00137622794136405
"4",1,1102,204,0
"5",1,1102,204,0.00130429479759187
"6",1,1102,204,0.00130429479759187
"7",1,1103,204,0
"8",1,1103,204,0.0012189777335152
"9",1,1103,204,0.0012189777335152
"10",1,1104,204,0
"11",1,1104,204,0.001265978673473
"12",1,1104,204,0.001265978673473
"13",1,1105,204,0
"14",1,1105,204,0.0012193868169561
"15",1,1105,204,0.0012193868169561
"16",1,1106,204,0
"17",1,1106,204,0.00107979471795261
"18",1,1106,204,0.00107979471795261
"19",1,1107,204,0
"20",1,1107,204,0.00103739311452955
"21",1,1107,204,0.00103739311452955
"22",1,1108,204,0
"23",1,1108,204,0.00119472201913595
"24",1,1108,204,0.00119472201913595
"25",1,1109,204,0
"26",1,1109,204,0.00139681249856949
"27",1,1109,204,0.00139681249856949
"28",1,1110,204,0
"29",1,1110,204,0.00133575638756156
"30",1,1110,204,0.00133575638756156
"31",1,1111,204,0
"32",1,1111,204,0.00112267350777984
"33",1,1111,204,0.00112267350777984
"34",1,1112,204,0
"35",1,1112,204,0.00118408619891852
"36",1,1112,204,0.00118408619891852
"37",1,1113,204,0
"38",1,1113,204,0.00124560913536698
"39",1,1113,204,0.00124560913536698
"40",1,1114,204,0
"41",1,1114,204,0.0013466018717736
"42",1,1114,204,0.0013466018717736
"43",1,1115,204,0
"44",1,1115,204,0.00138370133936405
"45",1,1115,204,0.00138370133936405
"46",1,1116,204,0
"47",1,1116,204,0.00150642194785178
"48",1,1116,204,0.00150642194785178
"49",1,1201,204,0
"50",1,1201,204,0.0013301185099408
"51",1,1201,204,0.0013301185099408
"52",1,1202,204,0
"53",1,1202,204,0.00116061198059469
"54",1,1202,204,0.00116061198059469
"55",1,1203,204,0
"56",1,1203,204,0.00139756768476218
"57",1,1203,204,0.00139756768476218
"58",1,1204,204,0
"59",1,1204,204,0.00124480144586414
"60",1,1204,204,0.00124480144586414
"61",1,1205,204,0
"62",1,1205,204,0.00101667223498225
"63",1,1205,204,0.00101667223498225
"64",1,1206,204,0
"65",1,1206,204,0.00126047199591994
"66",1,1206,204,0.00126047199591994
"67",1,1207,204,0
"68",1,1207,204,0.00118405476678163
"69",1,1207,204,0.00118405476678163
"70",1,1208,204,0
"71",1,1208,204,0.00102024374064058
"72",1,1208,204,0.00102024374064058
"73",1,1209,204,0
"74",1,1209,204,0.00126292114146054
"75",1,1209,204,0.00126292114146054
"76",1,1210,204,0
"77",1,1210,204,0.00125235877931118
"78",1,1210,204,0.00125235877931118
"79",1,1211,204,0
"80",1,1211,204,0.0012180651538074
"81",1,1211,204,0.0012180651538074
"82",1,1212,204,0
"83",1,1212,204,0.00112149876076728
"84",1,1212,204,0.00112149876076728
"85",1,1213,204,0
"86",1,1213,204,0.00114929967094213
"87",1,1213,204,0.00114929967094213
"88",1,1214,204,0
"89",1,1214,204,0.00139286858029664
"90",1,1214,204,0.00139286858029664
"91",1,1215,204,0
"92",1,1215,204,0.00131676089949906
"93",1,1215,204,0.00131676089949906
"94",1,1216,204,0
"95",1,1216,204,0.00141650019213557
"96",1,1216,204,0.00141650019213557
"97",1,2101,204,0
"98",1,2101,204,0.00117089634295553
"99",1,2101,204,0.00117089634295553
"100",1,2102,204,0
"101",1,2102,204,0.00127506209537387
"102",1,2102,204,0.00127506209537387
"103",1,2103,204,0
"104",1,2103,204,0.00122354039922357
"105",1,2103,204,0.00122354039922357
"106",1,2104,204,0
"107",1,2104,204,0.00126884737983346
"108",1,2104,204,0.00126884737983346
"109",1,2105,204,0
"110",1,2105,204,0.00105255492962897
"111",1,2105,204,0.00105255492962897
"112",1,2106,204,0
"113",1,2106,204,0.00113823381252587
"114",1,2106,204,0.00113823381252587
"115",1,2107,204,0
"116",1,2107,204,0.00147455651313066
"117",1,2107,204,0.00147455651313066
"118",1,2108,204,0
"119",1,2108,204,0.00115970987826586
"120",1,2108,204,0.00115970987826586
"121",1,2109,204,0
"122",1,2109,204,0.00123106618411839
"123",1,2109,204,0.00123106618411839
"124",1,2110,204,0
"125",1,2110,204,0.00127653055824339
"126",1,2110,204,0.00127653055824339
"127",1,2111,204,0
"128",1,2111,204,0.0011727319797501
"129",1,2111,204,0.0011727319797501
"130",1,2112,204,0
"131",1,2112,204,0.00114739069249481
"132",1,2112,204,0.00114739069249481
"133",1,2113,204,0
"134",1,2113,204,0.00107078987639397
"135",1,2113,204,0.00107078987639397
"136",1,2114,204,0
"137",1,2114,204,0.00116278848145157
"138",1,2114,204,0.00116278848145157
"139",1,2115,204,0
"140",1,2115,204,0.0011329788248986
