"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"9409",1,2101,74,0.114700824022293,10011,523,11,2,2
"9410",1,2102,74,0.141629680991173,10143,525,9,3,2
"9412",1,2103,74,0.121336571872234,10192,583,24,3,6
"9415",1,2104,74,0.120986506342888,10020,795,29,4,1
"9411",1,2105,74,0.228419154882431,9288,1225,66,21,8
"9413",1,2106,74,0.242220982909203,10204,580,20,5,2
"9416",1,2107,74,0.117519438266754,10595,532,21,4,1
"9414",1,2108,74,0.281818181276321,10537,517,23,5,1
"9417",1,2109,74,0.206574454903603,10636,553,17,5,0
"9418",1,2110,74,0.145865619182587,10483,549,16,6,2
"9419",1,2111,74,0.135281383991241,10606,555,16,4,4
"9423",1,2112,74,0.0996376797556877,10515,584,26,6,1
"9421",1,2113,74,0.226490303874016,10523,564,34,5,4
"9422",1,2114,74,0.126126125454903,10530,632,28,4,0
"9424",1,2115,74,0.208844095468521,10442,616,30,1,5
"9420",1,2116,74,0.194776445627213,10776,596,27,7,3
"9427",1,2201,74,0.150872230529785,10173,491,10,6,1
"9425",1,2202,74,0.159101545810699,10230,500,18,1,2
"9431",1,2203,74,0.159489631652832,10159,564,16,5,2
"9430",1,2204,74,0.23109632730484,10354,529,26,1,4
"9426",1,2205,74,0.239653423428535,10226,603,52,21,7
"9428",1,2206,74,0.11746633797884,9150,1719,256,11,2
"9429",1,2207,74,0.134480908513069,7258,3419,548,18,2
"9432",1,2208,74,0.158870249986649,10859,535,18,4,3
"9434",1,2209,74,0.179115176200867,10687,544,15,5,0
"9433",1,2210,74,0.10660033673048,10754,583,18,6,1
"9439",1,2211,74,0.199836492538452,10256,806,27,6,4
"9435",1,2212,74,0.140277042984962,10935,541,23,8,5
"9438",1,2213,74,0.142729699611664,10707,582,27,1,1
"9437",1,2214,74,0.194020643830299,10814,595,28,3,1
"9436",1,2215,74,0.123663984239101,10755,604,29,5,3
"9440",1,2216,74,0.111808724701405,11086,607,24,9,1
"9474",1,1101,75,0.115096874535084,9935,537,15,4,0
"9479",1,1102,75,0.166699349880219,9793,467,13,5,0
"9477",1,1103,75,0.17578125,9763,524,22,8,2
"9478",1,1104,75,0.0940733775496483,10206,504,15,5,0
"9473",1,1105,75,0.199449136853218,9977,606,27,11,5
"9475",1,1106,75,0.121996998786926,10171,565,14,4,2
"9476",1,1107,75,0.142207056283951,10091,528,23,5,3
"9480",1,1108,75,0.16556291282177,10393,543,26,5,1
"9482",1,1109,75,0.20603109896183,10188,540,24,6,3
"9486",1,1110,75,0.195457935333252,10230,554,29,7,2
"9483",1,1111,75,0.163621485233307,10476,580,22,6,1
"9484",1,1112,75,0.167769595980644,10137,623,31,10,5
"9481",1,1113,75,0.179329872131348,10049,592,24,8,5
"9485",1,1114,75,0.241569235920906,9827,580,36,7,4
"9487",1,1115,75,0.152264937758446,9965,594,42,8,3
"9488",1,1116,75,0.170084103941917,10037,572,40,11,3
"9492",1,1201,75,0.221047580242157,9945,504,16,3,2
"9490",1,1202,75,0.20095694065094,9959,551,13,3,1
"9493",1,1203,75,0.208748459815979,10063,532,20,4,1
"9494",1,1204,75,0.181090354919434,10050,496,18,3,0
"9489",1,1205,75,0.170616120100021,9992,594,44,13,4
"9496",1,1206,75,0.219256430864334,9844,692,32,3,5
"9491",1,1207,75,0.175746917724609,10264,598,24,7,2
"9495",1,1208,75,0.156595423817635,10388,515,19,4,1
"9500",1,1209,75,0.110132157802582,10363,601,14,4,1
"9497",1,1210,75,0.252951085567474,10177,548,23,9,1
"9499",1,1211,75,0.155706167221069,10475,542,21,4,0
"9503",1,1212,75,0.177090123295784,10170,600,36,3,3
"9498",1,1213,75,0.208096861839294,10004,611,26,8,1
"9504",1,1214,75,0.186254426836967,10133,635,33,5,2
"9501",1,1215,75,0.167146444320679,10208,614,31,9,5
"9502",1,1216,75,0.223914012312889,10592,612,39,5,2
"9539",1,2101,75,0.229401648044586,9996,537,10,4,1
"9537",1,2102,75,0.169939577579498,10137,530,9,3,2
"9540",1,2103,75,0.149365201592445,10185,590,24,2,3
"9538",1,2104,75,0.111690245568752,10015,799,30,3,2
"9543",1,2105,75,0.18083181977272,9282,1229,67,22,7
"9542",1,2106,75,0.223588600754738,10194,589,21,5,2
"9541",1,2107,75,0.153693154454231,10586,540,22,4,1
"9544",1,2108,75,0.263636350631714,10529,524,24,3,3
"9548",1,2109,75,0.170617818832397,10629,560,16,6,0
"9545",1,2110,75,0.209739193320274,10473,558,16,6,3
"9547",1,2111,75,0.153346568346024,10600,559,18,3,5
"9546",1,2112,75,0.163087800145149,10504,593,28,6,1
"9550",1,2113,75,0.217470094561577,10513,573,32,8,3
"9549",1,2114,75,0.21623569726944,10515,644,30,5,0
"9551",1,2115,75,0.208863064646721,10438,619,30,2,3
"9552",1,2116,75,0.203665986657143,10764,604,31,7,2
"9553",1,2201,75,0.169891461730003,10167,496,10,6,1
"9555",1,2202,75,0.187283456325531,10220,510,17,1,3
"9556",1,2203,75,0.112676054239273,10158,561,19,5,3
"9559",1,2204,75,0.194282546639442,10346,536,27,1,2
"9554",1,2205,75,0.304231584072113,10215,610,53,23,7
"9560",1,2206,75,0.162660405039787,9143,1725,257,11,2
"9558",1,2207,75,0.152480036020279,7256,3417,551,19,2
"9557",1,2208,75,0.0883002206683159,10856,537,19,4,3
"9561",1,2209,75,0.161290317773819,10680,550,16,3,2
"9563",1,2210,75,0.159957349300385,10746,590,19,6,1
"9564",1,2211,75,0.209071904420853,10252,806,31,6,2
"9567",1,2212,75,0.236862882971764,10920,554,25,5,6
"9562",1,2213,75,0.178459897637367,10697,590,27,3,0
"9568",1,2214,75,0.18521785736084,10805,601,30,4,1
"9565",1,2215,75,0.212126567959785,10743,616,28,4,4
"9566",1,2216,75,0.12043010443449,11080,612,24,10,1
"9601",1,1101,76,0.134318336844444,9929,543,15,4,0
"9602",1,1102,76,0.176557138562202,9787,472,13,6,0
"9603",1,1103,76,0.195427015423775,9758,527,24,6,4
"9605",1,1104,76,0.141163185238838,10198,512,15,4,1
"9608",1,1105,76,0.180471122264862,9972,607,31,8,8
"9606",1,1106,76,0.187793433666229,10159,576,15,4,2
"9604",1,1107,76,0.199146509170532,10081,537,24,5,2
"9607",1,1108,76,0.174744784832001,10383,552,25,6,2
"9609",1,1109,76,0.168570891022682,10181,546,25,5,3
"9610",1,1110,76,0.167566567659378,10226,554,32,8,2
"9611",1,1111,76,0.145507454872131,10474,579,24,7,1
"9615",1,1112,76,0.214372262358665,10123,633,35,9,5
"9613",1,1113,76,0.226564705371857,10036,605,24,8,2
"9614",1,1114,76,0.251280575990677,9819,585,39,5,6
"9612",1,1115,76,0.133269876241684,9961,597,42,8,4
"9616",1,1116,76,0.226843103766441,10026,582,41,10,3
"9617",1,1201,76,0.163524433970451,9941,508,15,4,1
"9622",1,1202,76,0.18204465508461,9955,555,12,4,0
"9618",1,1203,76,0.256361573934555,10047,546,22,4,0
"9621",1,1204,76,0.181193977594376,10043,503,18,2,1
"9619",1,1205,76,0.142247512936592,9984,601,43,14,5
"9623",1,1206,76,0.267124593257904,9834,698,35,4,3
"9620",1,1207,76,0.166589543223381,10257,605,22,8,3
"9624",1,1208,76,0.156667590141296,10378,525,19,4,1
"9625",1,1209,76,0.119364611804485,10359,604,15,3,2
"9629",1,1210,76,0.225014060735703,10169,554,25,7,3
"9626",1,1211,76,0.192448675632477,10467,548,21,5,1
"9627",1,1212,76,0.158537715673447,10164,606,32,7,1
"9628",1,1213,76,0.189250573515892,9999,614,25,10,2
"9631",1,1214,76,0.242266118526459,10126,638,36,5,3
"9630",1,1215,76,0.157904520630836,10202,617,34,8,3
"9632",1,1216,76,0.215034499764442,10583,619,41,4,3
"9665",1,2101,76,0.172133505344391,9987,542,14,3,2
"9666",1,2102,76,0.226735949516296,10124,542,9,4,2
"9669",1,2103,76,0.186706498265266,10176,599,23,2,3
"9671",1,2104,76,0.0651708394289017,10013,800,31,3,2
"9668",1,2105,76,0.171363294124603,9277,1233,67,21,9
"9672",1,2106,76,0.186375916004181,10187,595,21,6,2
"9667",1,2107,76,0.144691631197929,10579,545,23,5,1
"9670",1,2108,76,0.227355405688286,10527,523,27,2,2
"9673",1,2109,76,0.260510236024857,10616,571,18,5,1
"9674",1,2110,76,0.209758326411247,10466,561,20,5,3
"9677",1,2111,76,0.207468882203102,10588,568,20,4,5
"9678",1,2112,76,0.154027357697487,10496,599,29,7,1
"9676",1,2113,76,0.217509523034096,10504,581,31,8,4
"9679",1,2114,76,0.135171666741371,10506,653,30,4,1
"9675",1,2115,76,0.25431427359581,10428,627,32,2,3
"9680",1,2116,76,0.177116543054581,10753,610,36,7,2
"9684",1,2201,76,0.207723543047905,10161,501,9,5,3
"9682",1,2202,76,0.187318533658981,10215,513,17,2,4
"9687",1,2203,76,0.178504317998886,10149,570,16,6,3
"9681",1,2204,76,0.185065239667892,10338,544,27,0,3
"9685",1,2205,76,0.267428994178772,10206,617,52,23,8
"9686",1,2206,76,0.144652381539345,9141,1724,259,12,2
"9683",1,2207,76,0.134686186909676,7254,3417,551,20,2
"9688",1,2208,76,0.158982515335083,10847,545,20,4,3
"9691",1,2209,76,0.152384370565414,10671,558,17,3,1
"9690",1,2210,76,0.151111111044884,10740,595,19,7,1
"9693",1,2211,76,0.181801646947861,10249,807,28,11,1
"9689",1,2212,76,0.201842918992043,10912,559,27,6,1
"9694",1,2213,76,0.16956715285778,10688,598,27,4,0
"9695",1,2214,76,0.158786162734032,10803,601,29,6,2
"9692",1,2215,76,0.238684579730034,10732,624,31,3,4
"9696",1,2216,76,0.146261721849442,11074,617,24,9,3
"9735",1,1101,77,0.134318336844444,9921,549,17,4,0
"9730",1,1102,77,0.17657445371151,9780,479,13,5,1
"9733",1,1103,77,0.224697142839432,9749,535,24,7,3
"9729",1,1104,77,0.188199862837791,10190,518,17,3,1
"9731",1,1105,77,0.208986416459084,9964,613,32,8,8
"9736",1,1106,77,0.216023296117783,10150,583,17,4,1
"9734",1,1107,77,0.170713201165199,10071,547,23,6,1
"9732",1,1108,77,0.15635059773922,10376,557,25,6,3
"9741",1,1109,77,0.271662771701813,10167,558,26,4,3
"9737",1,1110,77,0.214172646403313,10218,561,32,8,3
"9740",1,1111,77,0.154587611556053,10466,587,24,7,1
"9739",1,1112,77,0.232991605997086,10110,643,38,9,4
"9738",1,1113,77,0.264300554990768,10023,616,24,10,2
"9744",1,1114,77,0.261071354150772,9808,594,40,5,5
"9742",1,1115,77,0.190421789884567,9950,606,43,9,4
"9743",1,1116,77,0.236339569091797,10015,591,41,12,2
"9749",1,1201,77,0.317277193069458,9924,522,18,3,2
"9745",1,1202,77,0.220264315605164,9947,560,15,3,1
"9751",1,1203,77,0.180334091186523,10039,551,24,5,0
"9750",1,1204,77,0.209683567285538,10033,513,17,3,0
"9747",1,1205,77,0.236989289522171,9972,610,45,11,8
"9746",1,1206,77,0.219423770904541,9827,704,35,4,4
"9752",1,1207,77,0.212923526763916,10248,611,25,8,3
"9748",1,1208,77,0.138248845934868,10374,527,21,4,0
"9755",1,1209,77,0.13767783343792,10354,608,15,4,1
"9753",1,1210,77,0.206185564398766,10162,560,25,8,1
"9757",1,1211,77,0.238182485103607,10457,553,25,4,3
"9759",1,1212,77,0.121257342398167,10160,609,33,7,0
"9756",1,1213,77,0.331125825643539,9982,627,27,11,2
"9754",1,1214,77,0.232839718461037,10115,648,37,5,2
"9760",1,1215,77,0.195058524608612,10189,628,36,7,3
"9758",1,1216,77,0.188138321042061,10574,624,45,4,3
"9798",1,2101,77,0.181766003370285,9978,549,15,3,2
"9796",1,2102,77,0.122850120067596,10118,548,8,5,2
"9794",1,2103,77,0.140082180500031,10168,607,22,3,2
"9795",1,2104,77,0.13041453063488,10005,807,32,3,1
"9797",1,2105,77,0.180917918682098,9273,1236,68,19,10
"9793",1,2106,77,0.195749446749687,10181,600,21,6,3
"9799",1,2107,77,0.144704714417458,10575,548,22,7,1
"9800",1,2108,77,0.291120827198029,10513,537,27,2,2
"9804",1,2109,77,0.179759129881859,10611,576,18,5,0
"9802",1,2110,77,0.310247272253036,10447,579,19,7,2
"9801",1,2111,77,0.135366842150688,10583,571,20,5,6
"9803",1,2112,77,0.135992750525475,10491,603,29,7,2
"9806",1,2113,77,0.199510291218758,10498,585,33,6,4
"9805",1,2114,77,0.108166575431824,10501,657,30,5,1
"9807",1,2115,77,0.218102514743805,10422,633,31,3,3
"9808",1,2116,77,0.186021789908409,10745,615,37,9,1
"9812",1,2201,77,0.188768282532692,10153,508,10,4,4
"9809",1,2202,77,0.206088989973068,10204,524,15,3,4
"9810",1,2203,77,0.216023296117783,10140,576,19,3,4
"9811",1,2204,77,0.212805330753326,10326,556,27,0,2
"9815",1,2205,77,0.239786043763161,10198,624,50,25,7
"9814",1,2206,77,0.216998189687729,9127,1736,261,11,3
"9816",1,2207,77,0.251233726739883,7245,3422,554,18,4
"9813",1,2208,77,0.229600846767426,10829,563,18,6,3
"9820",1,2209,77,0.179275721311569,10662,567,16,4,1
"9818",1,2210,77,0.17780938744545,10731,604,19,6,2
"9819",1,2211,77,0.199981823563576,10242,813,29,7,5
"9817",1,2212,77,0.166754439473152,10905,565,27,6,2
"9822",1,2213,77,0.214228332042694,10678,608,23,6,2
"9821",1,2214,77,0.194071978330612,10793,611,28,5,3
"9823",1,2215,77,0.167978078126907,10722,633,31,4,3
"9824",1,2216,77,0.206487134099007,11059,630,26,8,3
"9860",1,1101,78,0.163132131099701,9912,558,17,4,0
"9858",1,1102,78,0.215876758098602,9771,487,12,6,2
"9859",1,1103,78,0.234604105353355,9740,544,23,6,4
"9863",1,1104,78,0.0847058817744255,10187,520,17,4,1
"9857",1,1105,78,0.171005129814148,9955,622,32,8,6
"9862",1,1106,78,0.122146010398865,10147,585,18,3,2
"9864",1,1107,78,0.151730671525002,10064,552,24,6,2
"9861",1,1108,78,0.156408131122589,10371,560,25,7,3
"9866",1,1109,78,0.224845424294472,10158,567,26,3,3
"9867",1,1110,78,0.149017423391342,10214,564,31,10,2
"9868",1,1111,78,0.145573645830154,10464,585,27,7,2
"9870",1,1112,78,0.158493384718895,10103,650,34,13,4
"9865",1,1113,78,0.273817390203476,10007,632,24,10,2
"9872",1,1114,78,0.251426368951797,9795,606,39,7,5
"9871",1,1115,78,0.200019046664238,9943,609,47,5,8
"9869",1,1116,78,0.19861912727356,10008,596,41,14,2
"9873",1,1201,78,0.182850539684296,9918,528,17,4,1
"9875",1,1202,78,0.210970461368561,9940,566,14,5,0
"9878",1,1203,78,0.208966568112373,10031,557,25,5,1
"9879",1,1204,78,0.152642622590065,10026,519,18,3,0
"9877",1,1205,78,0.227703988552094,9961,616,49,12,7
"9876",1,1206,78,0.210003823041916,9823,707,33,6,4
"9874",1,1207,78,0.194462448358536,10241,617,26,6,4
"9880",1,1208,78,0.184450805187225,10363,537,20,6,0
"9881",1,1209,78,0.156120851635933,10346,615,16,3,2
"9882",1,1210,78,0.196924224495888,10153,569,25,8,1
"9887",1,1211,78,0.183385297656059,10448,561,25,5,1
"9886",1,1212,78,0.168004482984543,10149,620,33,6,1
"9885",1,1213,78,0.151472121477127,9977,631,28,11,2
"9884",1,1214,78,0.205147325992584,10109,653,38,5,1
"9883",1,1215,78,0.250906050205231,10175,640,34,11,3
"9888",1,1216,78,0.152466371655464,10568,630,42,7,2
"9921",1,2101,78,0.162663862109184,9973,551,16,3,3
"9922",1,2102,78,0.113442994654179,10115,551,8,4,3
"9924",1,2103,78,0.233513921499252,10154,618,25,3,1
"9926",1,2104,78,0.102497205138206,10001,810,33,3,1
"9927",1,2105,78,0.18096961081028,9268,1240,68,20,8
"9928",1,2106,78,0.195785939693451,10173,607,21,7,3
"9923",1,2107,78,0.171899035573006,10564,558,22,7,2
"9925",1,2108,78,0.254846632480621,10505,544,27,3,2
"9929",1,2109,78,0.152863949537277,10606,581,17,6,0
"9930",1,2110,78,0.182548373937607,10439,586,19,7,3
"9931",1,2111,78,0.171495616436005,10572,582,19,5,6
"9933",1,2112,78,0.172319963574409,10483,611,27,9,1
"9934",1,2113,78,0.15420900285244,10496,587,32,7,2
"9936",1,2114,78,0.171279191970825,10494,662,30,6,1
"9932",1,2115,78,0.245387628674507,10413,640,33,3,3
"9935",1,2116,78,0.150642439723015,10738,622,34,10,3
"9939",1,2201,78,0.302314609289169,10136,523,12,2,5
"9938",1,2202,78,0.224992975592613,10194,533,15,2,5
"9942",1,2203,78,0.206805795431137,10131,583,19,5,2
"9943",1,2204,78,0.185185179114342,10318,562,29,0,2
"9941",1,2205,78,0.295339167118073,10190,629,52,22,9
"9937",1,2206,78,0.108597286045551,9124,1737,263,11,3
"9940",1,2207,78,0.197592958807945,7238,3427,555,17,4
"9944",1,2208,78,0.159108996391296,10822,569,19,3,6
"9947",1,2209,78,0.152425363659859,10655,572,18,4,1
"9945",1,2210,78,0.142348751425743,10725,609,20,6,2
"9948",1,2211,78,0.209243088960648,10236,817,30,7,4
"9950",1,2212,78,0.166842296719551,10898,570,27,8,2
"9949",1,2213,78,0.15182638168335,10670,616,23,3,4
"9946",1,2214,78,0.211827009916306,10779,624,29,5,2
"9951",1,2215,78,0.194552525877953,10713,637,35,5,3
"9952",1,2216,78,0.103279113769531,11054,634,27,8,2
"9987",1,1101,79,0.191938579082489,9902,566,18,5,0
"9988",1,1102,79,0.225733637809753,9766,490,14,4,2
"9986",1,1103,79,0.224784985184669,9732,550,25,5,4
"9989",1,1104,79,0.244728922843933,10172,534,18,3,1
"9985",1,1105,79,0.199505984783173,9946,629,34,8,6
"9991",1,1106,79,0.140924468636513,10142,590,18,3,2
"9990",1,1107,79,0.170810401439667,10056,560,24,5,2
"9992",1,1108,79,0.165639087557793,10365,564,26,7,3
"9994",1,1109,79,0.206108301877975,10146,579,26,3,3
"9996",1,1110,79,0.167691454291344,10207,571,31,8,4
"9995",1,1111,79,0.172868713736534,10460,589,25,7,3
"9997",1,1112,79,0.177139654755592,10097,656,34,11,5
"9993",1,1113,79,0.188821747899055,10001,634,28,10,2
"9998",1,1114,79,0.193442299962044,9791,607,42,5,6
"9999",1,1115,79,0.180935144424438,9932,617,50,5,8
"10000",1,1116,79,0.245839640498161,9999,603,42,13,2
"10002",1,1201,79,0.211599498987198,9913,531,18,5,1
"10001",1,1202,79,0.354643911123276,9925,577,17,4,2
"10005",1,1203,79,0.208887204527855,10021,566,24,7,1
"10006",1,1204,79,0.219444707036018,10014,531,17,4,0
"10007",1,1205,79,0.142260998487473,9955,621,50,10,8
"10004",1,1206,79,0.171772122383118,9818,712,32,5,6
"10008",1,1207,79,0.148175582289696,10234,624,25,7,3
"10003",1,1208,79,0.129067942500114,10362,536,21,6,1
"10010",1,1209,79,0.156106516718864,10340,619,18,3,1
"10009",1,1210,79,0.168776378035545,10148,573,26,7,1
"10014",1,1211,79,0.183318063616753,10438,571,24,6,1
"10013",1,1212,79,0.167926117777824,10140,626,36,6,0
"10015",1,1213,79,0.217638149857521,9965,641,28,12,2
"10012",1,1214,79,0.223671942949295,10102,658,39,6,1
"10016",1,1215,79,0.167255163192749,10170,644,35,8,6
"10011",1,1216,79,0.188188910484314,10559,638,42,5,5
"10054",1,2101,79,0.124378107488155,9967,557,15,3,4
"10050",1,2102,79,0.122873343527317,10110,556,8,4,2
"10049",1,2103,79,0.177420854568481,10145,627,23,5,1
"10052",1,2104,79,0.121121771633625,9996,813,34,4,1
"10055",1,2105,79,0.199942871928215,9262,1245,69,20,7
"10053",1,2106,79,0.233078494668007,10165,611,25,5,5
"10051",1,2107,79,0.244189202785492,10550,570,23,7,2
"10056",1,2108,79,0.227520927786827,10500,548,27,4,2
"10062",1,2109,79,0.179694518446922,10600,586,17,7,0
"10058",1,2110,79,0.182465106248856,10435,588,19,8,4
"10057",1,2111,79,0.108303248882294,10569,583,21,5,5
"10060",1,2112,79,0.163191303610802,10474,619,28,8,2
"10063",1,2113,79,0.262943148612976,10482,600,33,6,3
"10061",1,2114,79,0.180261373519897,10485,671,29,6,1
"10059",1,2115,79,0.227190107107162,10404,649,33,3,3
"10064",1,2116,79,0.18603827059269,10729,630,34,10,2
"10066",1,2201,79,0.132187709212303,10134,525,12,2,4
"10065",1,2202,79,0.215598046779633,10182,545,14,3,5
"10067",1,2203,79,0.169109359383583,10121,592,19,6,1
"10068",1,2204,79,0.231438621878624,10308,569,31,1,2
"10071",1,2205,79,0.239963084459305,10184,634,52,23,6
"10069",1,2206,79,0.126605167984962,9120,1739,264,12,3
"10072",1,2207,79,0.305233865976334,7226,3432,561,18,3
"10070",1,2208,79,0.212051600217819,10809,581,20,3,4
"10074",1,2209,79,0.224175035953522,10644,581,20,3,2
"10073",1,2210,79,0.151232093572617,10717,617,20,6,2
"10075",1,2211,79,0.218241333961487,10230,821,32,6,4
"10076",1,2212,79,0.20191378891468,10889,578,27,5,6
"10078",1,2213,79,0.151799261569977,10665,619,25,3,3
"10077",1,2214,79,0.132391884922981,10775,628,29,4,3
"10079",1,2215,79,0.229925721883774,10700,650,32,8,3
"10080",1,2216,79,0.172087416052818,11045,641,27,10,2
"10114",1,1101,80,0.172728151082993,9891,577,18,5,0
"10117",1,1102,80,0.25512707233429,9757,497,14,6,1
"10113",1,1103,80,0.263903826475143,9721,560,25,6,3
"10115",1,1104,80,0.188270732760429,10162,543,18,4,0
"10116",1,1105,80,0.237529695034027,9936,636,36,9,6
"10120",1,1106,80,0.253664046525955,10126,606,16,5,2
"10118",1,1107,80,0.227747201919556,10043,573,22,6,3
"10119",1,1108,80,0.193227827548981,10356,570,29,6,4
"10121",1,1109,80,0.243651017546654,10133,590,28,3,2
"10125",1,1110,80,0.139729857444763,10205,571,31,10,2
"10122",1,1111,80,0.209243088960648,10450,599,23,8,3
"10123",1,1112,80,0.242424249649048,10087,663,37,10,4
"10124",1,1113,80,0.23602719604969,9990,645,26,12,2
"10128",1,1114,80,0.261147111654282,9779,617,43,6,4
"10126",1,1115,80,0.219047620892525,9921,627,50,6,6
"10127",1,1116,80,0.274283558130264,9987,611,44,15,2
"10130",1,1201,80,0.153949767351151,9908,535,18,6,1
"10129",1,1202,80,0.249424397945404,9918,582,18,3,3
"10131",1,1203,80,0.151961252093315,10018,568,25,5,2
"10134",1,1204,80,0.219486594200134,10006,538,17,4,1
"10135",1,1205,80,0.170729398727417,9949,626,50,10,9
"10132",1,1206,80,0.219570398330688,9811,718,33,4,5
"10136",1,1207,80,0.2037603110075,10225,631,27,7,2
"10133",1,1208,80,0.230520978569984,10350,547,22,5,1
"10137",1,1209,80,0.211261138319969,10329,629,19,2,2
"10138",1,1210,80,0.168855533003807,10142,579,26,7,0
"10139",1,1211,80,0.183402106165886,10429,578,26,5,2
"10142",1,1212,80,0.149309441447258,10134,630,35,9,0
"10143",1,1213,80,0.208195328712463,9960,640,34,11,2
"10140",1,1214,80,0.195749446749687,10094,665,39,6,2
"10144",1,1215,80,0.195149153470993,10161,652,36,8,4
"10141",1,1216,80,0.250963509082794,10546,651,40,7,3
"10178",1,2101,80,0.153080746531487,9963,560,15,1,5
"10177",1,2102,80,0.113453723490238,10108,557,9,4,2
"10180",1,2103,80,0.205473050475121,10132,638,25,4,2
"10181",1,2104,80,0.158434301614761,9986,823,32,6,1
"10183",1,2105,80,0.200000002980232,9255,1248,73,20,6
"10182",1,2106,80,0.233078494668007,10157,618,25,5,4
"10179",1,2107,80,0.162851721048355,10542,578,22,7,2
"10184",1,2108,80,0.273124545812607,10491,557,26,4,3
"10185",1,2109,80,0.170709788799286,10592,594,17,7,0
"10186",1,2110,80,0.29199743270874,10421,601,19,8,3
"10187",1,2111,80,0.11731792986393,10566,585,22,5,4
"10188",1,2112,80,0.13601741194725,10467,625,29,8,2
"10189",1,2113,80,0.199510291218758,10476,605,34,6,2
"10190",1,2114,80,0.216294154524803,10476,676,32,6,1
"10191",1,2115,80,0.209033906459808,10399,652,35,3,3
"10192",1,2116,80,0.212671682238579,10717,639,37,9,2
"10197",1,2201,80,0.179346799850464,10127,531,13,2,3
"10193",1,2202,80,0.196831941604614,10173,554,14,2,5
"10200",1,2203,80,0.159744411706924,10116,595,20,7,1
"10194",1,2204,80,0.212903827428818,10301,576,29,2,3
"10198",1,2205,80,0.41539740562439,10166,648,55,21,8
"10199",1,2206,80,0.126582279801369,9115,1742,266,12,3
"10196",1,2207,80,0.224436670541763,7221,3431,567,18,3
"10195",1,2208,80,0.194363459944725,10797,593,20,2,4
"10203",1,2209,80,0.179340034723282,10635,588,22,2,3
"10201",1,2210,80,0.186832740902901,10706,627,21,5,2
"10205",1,2211,80,0.227376073598862,10223,827,33,6,1
"10202",1,2212,80,0.272168576717377,10873,592,29,5,4
"10207",1,2213,80,0.196463659405708,10653,630,25,3,4
"10208",1,2214,80,0.167711183428764,10770,631,31,4,1
"10204",1,2215,80,0.185742080211639,10694,655,33,4,7
"10206",1,2216,80,0.154905334115028,11036,649,28,9,3
"10244",1,1101,81,0.13434411585331,9887,578,20,5,1
"10245",1,1102,81,0.264991670846939,9750,502,13,8,2
"10243",1,1103,81,0.263903826475143,9707,574,24,7,3
"10242",1,1104,81,0.197702884674072,10154,548,21,4,0
"10247",1,1105,81,0.237529695034027,9920,651,37,8,7
"10241",1,1106,81,0.187952265143394,10116,616,16,4,2
"10248",1,1107,81,0.17077799141407,10034,581,22,7,3
"10246",1,1108,81,0.230011954903603,10344,581,27,8,4
"10251",1,1109,81,0.196813493967056,10123,599,28,4,2
"10252",1,1110,81,0.242175862193108,10192,583,32,10,2
"10253",1,1111,81,0.191065415740013,10441,606,25,8,3
"10249",1,1112,81,0.167832165956497,10079,671,36,10,5
"10254",1,1113,81,0.273791551589966,9980,650,30,11,4
"10250",1,1114,81,0.299835562705994,9767,625,47,5,5
"10256",1,1115,81,0.238163277506828,9905,640,52,7,5
"10255",1,1116,81,0.274335443973541,9975,622,43,16,3
"10257",1,1201,81,0.202097967267036,9901,541,19,6,1
"10262",1,1202,81,0.220687001943588,9911,587,20,2,2
"10261",1,1203,81,0.24698394536972,10002,583,25,5,2
"10260",1,1204,81,0.219486594200134,10001,540,19,4,1
"10258",1,1205,81,0.208748459815979,9941,632,50,12,7
"10263",1,1206,81,0.295999228954315,9796,733,32,5,3
"10264",1,1207,81,0.148216769099236,10219,637,26,8,2
"10259",1,1208,81,0.304371893405914,10330,567,20,7,1
"10265",1,1209,81,0.183755978941917,10324,632,20,3,2
"10269",1,1210,81,0.25328329205513,10132,587,28,5,2
"10270",1,1211,81,0.210970461368561,10416,591,26,5,1
"10268",1,1212,81,0.196078434586525,10123,638,36,11,0
"10266",1,1213,81,0.293560594320297,9947,651,33,13,3
"10272",1,1214,81,0.27992907166481,10083,672,42,6,2
"10271",1,1215,81,0.213754653930664,10152,660,35,10,3
"10267",1,1216,81,0.215285256505013,10536,659,42,7,3
"10305",1,2101,81,0.162648290395737,9957,565,16,0,5
"10307",1,2102,81,0.20805749297142,10097,568,9,4,2
"10308",1,2103,81,0.177503734827042,10121,648,25,4,2
"10311",1,2104,81,0.223692789673805,9971,836,34,4,3
"10306",1,2105,81,0.152395471930504,9246,1257,72,21,6
"10310",1,2106,81,0.270371049642563,10149,623,28,4,3
"10309",1,2107,81,0.235272824764252,10529,589,23,7,2
"10312",1,2108,81,0.227624505758286,10483,564,26,4,4
"10313",1,2109,81,0.251617550849915,10581,602,20,5,2
"10314",1,2110,81,0.237291231751442,10413,608,20,6,3
"10315",1,2111,81,0.198538035154343,10551,599,22,4,6
"10319",1,2112,81,0.172304347157478,10458,632,31,8,1
"10316",1,2113,81,0.244831338524818,10462,618,35,6,2
"10317",1,2114,81,0.243352860212326,10456,695,33,6,1
"10318",1,2115,81,0.290856212377548,10386,665,35,2,4
"10320",1,2116,81,0.168380007147789,10711,642,37,12,2
