"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"5392",2,1116,85,0.258397936820984,10633,632,37,9,6
"5393",2,1201,85,0.188529476523399,9577,570,19,4,5
"5394",2,1202,85,0.213754653930664,10259,587,18,5,1
"5395",2,1203,85,0.225733637809753,10043,657,36,9,2
"5396",2,1204,85,0.244108527898788,10094,633,24,4,2
"5397",2,1205,85,0.229116946458817,9798,668,65,25,13
"5398",2,1206,85,0.223838835954666,10204,597,21,9,6
"5399",2,1207,85,0.254106551408768,10423,673,26,7,3
"5400",2,1208,85,0.228435665369034,10344,660,36,6,3
"5401",2,1209,85,0.167473018169403,10208,615,27,5,4
"5402",2,1210,85,0.204062700271606,10177,676,27,4,3
"5403",2,1211,85,0.211299955844879,10272,667,37,12,6
"5404",2,1212,85,0.354477614164352,10180,605,39,5,7
"5405",2,1213,85,0.307462960481644,10134,628,39,7,3
"5406",2,1214,85,0.291571766138077,10327,670,45,14,3
"5407",2,1215,85,0.331858396530151,10211,692,55,9,4
"5408",2,1216,85,0.27336859703064,10711,669,55,9,2
"5409",2,2101,85,0.286971479654312,9880,629,20,7,4
"5410",2,2102,85,0.158021941781044,10225,634,22,3,1
"5411",2,2103,85,0.247547447681427,10322,642,29,7,6
"5412",2,2104,85,0.246282950043678,10353,662,25,4,3
"5413",2,2105,85,0.184928342700005,10159,676,62,21,16
"5414",2,2106,85,0.207225874066353,10537,639,27,1,4
"5415",2,2107,85,0.177069500088692,10698,683,26,8,0
"5416",2,2108,85,0.230169966816902,10760,641,22,5,3
"5417",2,2109,85,0.164973512291908,11008,607,14,8,1
"5418",2,2110,85,0.229925721883774,10786,623,28,2,3
"5419",2,2111,85,0.129567250609398,10972,704,27,6,4
"5420",2,2112,85,0.221533015370369,10677,669,31,5,1
"5421",2,2113,85,0.177210703492165,10695,686,27,5,5
"5422",2,2114,85,0.213409215211868,10570,733,35,7,7
"5423",2,2115,85,0.26638251543045,10675,672,39,3,7
"5424",2,2116,85,0.145585343241692,11051,691,36,9,3
"5425",2,2201,85,0.226907446980476,10031,610,24,6,2
"5426",2,2202,85,0.223755359649658,10228,574,24,3,1
"5427",2,2203,85,0.207566753029823,10029,606,26,10,3
