"","lane","tile","code","value"
"1",1,1101,202,0
"2",1,1101,202,0
"3",1,1102,202,0
"4",1,1102,202,0
"5",1,1103,202,0
"6",1,1103,202,0
"7",1,1104,202,0
"8",1,1104,202,0
"9",1,1105,202,0
"10",1,1105,202,0
"11",1,1106,202,0
"12",1,1106,202,0
"13",1,1107,202,0
"14",1,1107,202,0
"15",1,1108,202,0
"16",1,1108,202,0
"17",1,1109,202,0
"18",1,1109,202,0
"19",1,1110,202,0
"20",1,1110,202,0
"21",1,1111,202,0
"22",1,1111,202,0
"23",1,1112,202,0
"24",1,1112,202,0
"25",1,1113,202,0
"26",1,1113,202,0
"27",1,1114,202,0
"28",1,1114,202,0
"29",1,1115,202,0
"30",1,1115,202,0
"31",1,1116,202,0
"32",1,1116,202,0
"33",1,1201,202,0
"34",1,1201,202,0
"35",1,1202,202,0
"36",1,1202,202,0
"37",1,1203,202,0
"38",1,1203,202,0
"39",1,1204,202,0
"40",1,1204,202,0
"41",1,1205,202,0
"42",1,1205,202,0
"43",1,1206,202,0
"44",1,1206,202,0
"45",1,1207,202,0
"46",1,1207,202,0
"47",1,1208,202,0
"48",1,1208,202,0
"49",1,1209,202,0
"50",1,1209,202,0
"51",1,1210,202,0
"52",1,1210,202,0
"53",1,1211,202,0
"54",1,1211,202,0
"55",1,1212,202,0
"56",1,1212,202,0
"57",1,1213,202,0
"58",1,1213,202,0
"59",1,1214,202,0
"60",1,1214,202,0
"61",1,1215,202,0
"62",1,1215,202,0
"63",1,1216,202,0
"64",1,1216,202,0
"65",1,2101,202,0
"66",1,2101,202,0
"67",1,2102,202,0
"68",1,2102,202,0
"69",1,2103,202,0
"70",1,2103,202,0
"71",1,2104,202,0
"72",1,2104,202,0
"73",1,2105,202,0
"74",1,2105,202,0
"75",1,2106,202,0
"76",1,2106,202,0
"77",1,2107,202,0
"78",1,2107,202,0
"79",1,2108,202,0
"80",1,2108,202,0
"81",1,2109,202,0
"82",1,2109,202,0
"83",1,2110,202,0
"84",1,2110,202,0
"85",1,2111,202,0
"86",1,2111,202,0
"87",1,2112,202,0
"88",1,2112,202,0
"89",1,2113,202,0
"90",1,2113,202,0
"91",1,2114,202,0
"92",1,2114,202,0
"93",1,2115,202,0
"94",1,2115,202,0
"95",1,2116,202,0
"96",1,2116,202,0
"97",1,2201,202,0
"98",1,2201,202,0
"99",1,2202,202,0
"100",1,2202,202,0
"101",1,2203,202,0
"102",1,2203,202,0
"103",1,2204,202,0
"104",1,2204,202,0
"105",1,2205,202,0
"106",1,2205,202,0
"107",1,2206,202,0
"108",1,2206,202,0
"109",1,2207,202,0
"110",1,2207,202,0
"111",1,2208,202,0
"112",1,2208,202,0
"113",1,2209,202,0
"114",1,2209,202,0
"115",1,2210,202,0
"116",1,2210,202,0
"117",1,2211,202,0
"118",1,2211,202,0
"119",1,2212,202,0
"120",1,2212,202,0
"121",1,2213,202,0
"122",1,2213,202,0
"123",1,2214,202,0
"124",1,2214,202,0
"125",1,2215,202,0
"126",1,2215,202,0
"127",1,2216,202,0
"128",1,2216,202,0
"129",1,1101,203,0
"130",1,1101,203,0
"131",1,1102,203,0
"132",1,1102,203,0
"133",1,1103,203,0
"134",1,1103,203,0
"135",1,1104,203,0
"136",1,1104,203,0
"137",1,1105,203,0
"138",1,1105,203,0
"139",1,1106,203,0
"140",1,1106,203,0
"141",1,1107,203,0
"142",1,1107,203,0
"143",1,1108,203,0
"144",1,1108,203,0
"145",1,1109,203,0
"146",1,1109,203,0
"147",1,1110,203,0
"148",1,1110,203,0
"149",1,1111,203,0
"150",1,1111,203,0
"151",1,1112,203,0
"152",1,1112,203,0
"153",1,1113,203,0
"154",1,1113,203,0
"155",1,1114,203,0
"156",1,1114,203,0
"157",1,1115,203,0
"158",1,1115,203,0
"159",1,1116,203,0
"160",1,1116,203,0
"161",1,1201,203,0
"162",1,1201,203,0
"163",1,1202,203,0
"164",1,1202,203,0
"165",1,1203,203,0
"166",1,1203,203,0
"167",1,1204,203,0
"168",1,1204,203,0
"169",1,1205,203,0
"170",1,1205,203,0
"171",1,1206,203,0
"172",1,1206,203,0
"173",1,1207,203,0
"174",1,1207,203,0
"175",1,1208,203,0
"176",1,1208,203,0
"177",1,1209,203,0
"178",1,1209,203,0
"179",1,1210,203,0
"180",1,1210,203,0
"181",1,1211,203,0
"182",1,1211,203,0
"183",1,1212,203,0
"184",1,1212,203,0
"185",1,1213,203,0
"186",1,1213,203,0
"187",1,1214,203,0
"188",1,1214,203,0
"189",1,1215,203,0
"190",1,1215,203,0
"191",1,1216,203,0
"192",1,1216,203,0
"193",1,2101,203,0
"194",1,2101,203,0
"195",1,2102,203,0
"196",1,2102,203,0
"197",1,2103,203,0
"198",1,2103,203,0
"199",1,2104,203,0
"200",1,2104,203,0
"201",1,2105,203,0
"202",1,2105,203,0
"203",1,2106,203,0
"204",1,2106,203,0
"205",1,2107,203,0
"206",1,2107,203,0
"207",1,2108,203,0
"208",1,2108,203,0
"209",1,2109,203,0
"210",1,2109,203,0
"211",1,2110,203,0
"212",1,2110,203,0
"213",1,2111,203,0
"214",1,2111,203,0
"215",1,2112,203,0
"216",1,2112,203,0
"217",1,2113,203,0
"218",1,2113,203,0
"219",1,2114,203,0
"220",1,2114,203,0
"221",1,2115,203,0
"222",1,2115,203,0
"223",1,2116,203,0
"224",1,2116,203,0
"225",1,2201,203,0
"226",1,2201,203,0
"227",1,2202,203,0
"228",1,2202,203,0
"229",1,2203,203,0
"230",1,2203,203,0
"231",1,2204,203,0
"232",1,2204,203,0
"233",1,2205,203,0
"234",1,2205,203,0
"235",1,2206,203,0
"236",1,2206,203,0
"237",1,2207,203,0
"238",1,2207,203,0
"239",1,2208,203,0
"240",1,2208,203,0
"241",1,2209,203,0
"242",1,2209,203,0
"243",1,2210,203,0
"244",1,2210,203,0
"245",1,2211,203,0
"246",1,2211,203,0
"247",1,2212,203,0
"248",1,2212,203,0
"249",1,2213,203,0
"250",1,2213,203,0
"251",1,2214,203,0
"252",1,2214,203,0
"253",1,2215,203,0
"254",1,2215,203,0
"255",1,2216,203,0
"256",1,2216,203,0
